지점,지점명,일시,평균기온(°C),최고기온(°C),최저기온(°C),평균현지기압(hPa),평균상대습도(%),월합강수량(00~24h만)(mm),평균풍속(m/s),합계 일조시간(hr),최심적설(cm)
90,속초,1968-01,-.7,11.4,-11.4,1018.2,47,0,2.1,218.6,
90,속초,1968-02,-2.1,9.7,-9.9,1022.8,51,3.3,2.2,236.5,1.8
90,속초,1968-03,5.9,20.5,-3.2,1016.1,57,8.8,2.1,223.7,0
90,속초,1968-04,10.5,21.4,4,1019.4,63,6.9,2,255.7,
90,속초,1968-05,14.6,24.5,9.3,1011.7,74,49.1,2.2,187.8,
90,속초,1968-06,18.5,29.2,11.4,1009.1,82,48.3,1.9,182.2,
90,속초,1968-07,22.8,35.8,17.1,1005.7,87,304.7,1.6,117.4,
90,속초,1968-08,23.3,31.9,16.6,1007.5,84,299.8,1.8,148.3,
90,속초,1968-09,19.9,27.1,11,1016,79,113.7,2,194.7,
90,속초,1968-10,13.3,23.3,6.9,1019.1,75,342.1,2.7,159.3,
90,속초,1968-11,9.5,20.8,-5.4,1020.8,64,24.5,2.6,182.8,
90,속초,1968-12,5,16.7,-6.8,1019.8,67,60.8,2.8,138.6,18.4
90,속초,1969-01,-.9,10.4,-12.2,1020.3,60,112.6,3.7,161.6,54.1
90,속초,1969-02,-1,13.5,-11.1,1023.5,63,139.1,2.4,123.4,123.8
90,속초,1969-03,3.5,21.6,-6.1,1020.3,58,77.5,2.8,210.6,76.4
90,속초,1969-04,10.7,26.6,-.8,1015.1,66,254.3,2.2,184.5,5.5
90,속초,1969-05,16.3,28.4,9.1,1007.9,69,112.3,2.3,186.5,
90,속초,1969-06,19.6,29.9,9,1006.3,72,59.6,1.9,178.6,
90,속초,1969-07,23.3,32.4,15.8,1007.9,80,219,1.7,107.1,
90,속초,1969-08,24.8,33.8,18.6,1007,78,236.4,1.7,174.2,
90,속초,1969-09,19.6,29.1,13.7,1015.3,83,104.2,1.4,115.9,
90,속초,1969-10,14.6,25.4,5.8,1018.7,65,3,2,221.9,
90,속초,1969-11,7.6,20.4,-3.1,1021.7,52,48.9,2.4,182.6,
90,속초,1969-12,1,12.8,-10.6,1022.3,45,23.2,3.8,189.9,.5
90,속초,1970-01,-1.4,9.6,-15.6,1019.8,52,22.8,3.7,218.6,32.7
90,속초,1970-02,1.8,16.6,-8.4,1017.5,51,83.4,3.8,189.3,27.3
90,속초,1970-03,1.9,19.4,-5.7,1017,48,12.9,4.1,267.2,18.8
90,속초,1970-04,10.2,21,2.6,1015.9,65,.2,3.2,195.3,
90,속초,1970-05,16.5,30,9.2,1007.7,69,61.4,3.7,183.6,
90,속초,1970-06,18.6,27.8,10.6,1007.4,79,76.9,2.7,188.7,
90,속초,1970-07,22.2,35.2,12.7,1001.9,82,503.9,3.2,138.3,
90,속초,1970-08,23.4,32.4,19.2,1007.1,88,200.7,2.6,85.2,
90,속초,1970-09,20.4,29.9,11,1009.5,79,306.4,2.8,145.1,
90,속초,1970-10,15,23.4,4.1,1016.6,71,44.1,2.8,206.1,
90,속초,1970-11,8.1,20.5,-8.7,1017.8,55,35.4,3.8,207.5,
90,속초,1970-12,2,16.6,-7.8,1017.7,47,14.2,4.5,205.7,
90,속초,1971-01,-.1,10.4,-9.8,1018.3,57,57.4,4.1,176.6,25.4
90,속초,1971-02,.1,7.9,-10.1,1018.4,64,38.9,3.5,201.9,8.7
90,속초,1971-03,3.9,23,-7.7,1016,56,57.6,4.1,246.3,16.8
90,속초,1971-04,11.2,26.4,2.5,1012.9,56,40.2,4.2,227.8,
90,속초,1971-05,16.4,31.3,4.8,1007.6,65,82.7,4.3,227.9,
90,속초,1971-06,19.3,30.5,11.7,1004,82,70.2,3.3,151.6,
90,속초,1971-07,23.7,34.5,17.6,1001.2,78,125.8,2.9,98.7,
90,속초,1971-08,22.6,35.4,16.8,1005.7,84,469.5,3.1,133.4,
90,속초,1971-09,18.9,25.2,11.9,1010,79,255,2.6,134.8,
90,속초,1971-10,14.3,23.4,5,1016.6,60,19.7,3.3,235.9,
90,속초,1971-11,10.6,23.9,-5.4,1019.4,56,8.4,3.7,209.8,
90,속초,1971-12,2.6,13,-5.4,1018.2,41,13.8,3.7,208.8,.7
90,속초,1972-01,1.8,9.8,-5.6,1021.1,69,154,2.7,121.8,44.2
90,속초,1972-02,-.6,4.8,-7,1017.2,70,118,3,143.9,88.6
90,속초,1972-03,4.3,20.2,-6.1,1015.3,75,65.7,2.2,172.5,38.6
90,속초,1972-04,10.8,28.4,-3.5,1013.1,66,29.7,4,234.8,8
90,속초,1972-05,15.5,27.8,7.3,1007.3,64,31.7,3.5,242.3,
90,속초,1972-06,19.5,33.6,13.1,1002.7,75,25.9,3.4,259.7,
90,속초,1972-07,23.9,34.4,16.8,1002.2,81,51.3,2.7,243.8,
90,속초,1972-08,23.7,34.2,16.8,1004.7,75,527.5,3.1,178.5,
90,속초,1972-09,18.6,25.6,11,1010,73,236.3,3.1,185.9,
90,속초,1972-10,15.1,25,4.9,1013.7,63,36.6,3.3,220.1,
90,속초,1972-11,7.3,16.9,-5.1,1015.5,59,52.2,4.6,150,.2
90,속초,1972-12,3.1,14.7,-8.4,1018.6,54,10.4,3.7,191.1,0
90,속초,1973-01,.8,7.8,-9.2,1020.4,67,94.5,3.1,172.2,15.4
90,속초,1973-02,2.1,12.5,-7.8,1016.6,57,8.4,3.6,181.1,4.1
90,속초,1973-03,4.7,23.6,-4.2,1015.5,59,14.7,3.8,229,1
90,속초,1973-04,12.7,28.2,2.9,1009.7,60,50.8,4.4,187.5,
90,속초,1973-05,15.2,28.2,6.8,1007.9,70,149.4,3.3,211.9,
90,속초,1973-06,18,30.8,9.1,1006.4,88,131.2,2.7,128.3,
90,속초,1973-07,24.6,34.6,17.1,1005.4,84,106,2.4,219.5,
90,속초,1973-08,25.8,34.6,19.3,1007.7,79,210.5,2.8,158.9,
90,속초,1973-09,19.4,25.8,9.5,1010.8,81,187.1,2.8,146.2,
90,속초,1973-10,13.9,26,5.2,1016.7,66,86,3.5,162,
90,속초,1973-11,7.5,18.8,-3.8,1015.2,53,97.5,4.9,171,
90,속초,1973-12,.6,12.4,-12.1,1015.6,45,.2,4.5,224.2,.7
90,속초,1974-01,-.7,10,-12.6,1020.1,56,27.2,3.1,186.3,17.3
90,속초,1974-02,-.6,11.3,-11.7,1018.7,58,35.1,2.9,136.1,31.9
90,속초,1974-03,3.9,14.3,-7.4,1016.4,62,37.6,3.6,166.1,2
90,속초,1974-04,10.8,22.6,.8,1008.1,61,76.2,4.4,200.7,1.9
90,속초,1974-05,15.4,30.4,7.6,1008.2,68,126.9,3.2,223,
90,속초,1974-06,17.4,33.2,7.8,1002.2,75,71.2,3.5,169.2,
90,속초,1974-07,18.3,27.3,14,1005.8,93,241.2,2.7,19,
90,속초,1974-08,23.5,33.8,15.3,1004.8,84,230,2.7,181.4,
90,속초,1974-09,20.2,30.4,12.9,1009.2,75,172.5,3.2,237.5,
90,속초,1974-10,14.4,24.9,.5,1014.1,67,63.5,3.3,154.7,
90,속초,1974-11,7.4,19,-4.8,1019.2,55,25.1,3.6,192,
90,속초,1974-12,1.5,8.6,-6.8,1022.6,57,37.5,3.7,183.2,4.9
90,속초,1975-01,-.3,10.2,-9.8,1017.9,51,24.7,3.9,210.8,9.9
90,속초,1975-02,.1,11.1,-7.8,1017.1,58,77.9,3.7,175.5,27.8
90,속초,1975-03,4.7,16.5,-4,1014.3,70,97.2,3.4,189,12.7
90,속초,1975-04,10.9,21.9,1.3,1011.8,73,61.3,3.5,208.7,
90,속초,1975-05,14.9,27.7,6.6,1008.3,76,56.8,2.9,210.3,
90,속초,1975-06,18.7,30.4,12.8,1005,88,186.1,2.3,127.9,
90,속초,1975-07,23.6,34.1,15.7,1003.2,84,373.6,2.2,151.7,
90,속초,1975-08,25.3,33.7,17,1006.8,78,57.1,2.4,202.1,
90,속초,1975-09,21.1,29.2,14.4,1010.8,81,237,2.7,106.1,
90,속초,1975-10,15,23.1,4.8,1016.9,72,115.6,2.7,142,
90,속초,1975-11,9.7,17,-3.9,1020.4,65,155.1,3.6,143.1,
90,속초,1975-12,2.2,16.4,-7.5,1019,47,31.7,4.1,198.4,16.8
90,속초,1976-01,-.5,11.7,-12.5,1015.6,41,.1,5.3,227.5,.5
90,속초,1976-02,3.1,11.5,-4.8,1017.4,69,208.3,3.2,142.1,12.5
90,속초,1976-03,6,17.1,-4.5,1015.4,60,43.7,3.7,191.1,13.2
90,속초,1976-04,11.5,24.8,2.1,1012.4,61,52.6,3.4,218.1,
90,속초,1976-05,16.8,27.5,7.2,1006.3,59,10.3,4.1,275,
90,속초,1976-06,19.1,26.6,13.9,1005.3,81,76.2,2.7,178.2,
90,속초,1976-07,22.1,33.2,14.1,1005.7,83,89.1,2.4,159,
90,속초,1976-08,22.3,33.3,16.2,1006.4,85,602.7,2.3,128.8,
90,속초,1976-09,19.1,29,12.5,1010.5,76,68.3,3,228.9,
90,속초,1976-10,14.7,21.2,.5,1013.5,67,67.2,2.9,182.7,
90,속초,1976-11,6.5,19.9,-3.7,1018.3,54,45.1,3.9,172.7,
90,속초,1976-12,2.3,12.8,-14.7,1016.6,53,102.6,4,154.8,4
90,속초,1977-01,-3.3,7,-12.5,1019.6,39,20.2,4.2,193.3,18.7
90,속초,1977-02,-.1,18.7,-14.7,1017,42,25,4.3,217.4,24.2
90,속초,1977-03,4.9,21,-11.6,1016.3,63,55.7,3.5,190.1,26.7
90,속초,1977-04,10.8,25.7,1.9,1010.1,68,238.3,4,233.1,
90,속초,1977-05,15.5,30.9,7.2,1008.4,70,33.2,3.2,211.4,
90,속초,1977-06,18,28.1,12.6,1004.6,81,68,2.6,143.4,
90,속초,1977-07,23.9,34.4,17.1,1003.6,83,174.7,2.1,210.7,
90,속초,1977-08,22.9,34.1,16.6,1004.7,77,100.3,2.7,206.6,
90,속초,1977-09,20.3,30.3,10.2,1011.2,79,120.8,2.7,171.2,
90,속초,1977-10,16.7,26.1,8.5,1017.3,70,67.1,2.6,206.6,
90,속초,1977-11,8.4,17.3,-1.9,1018.5,64,159.1,3.6,145.3,
90,속초,1977-12,4.8,13.7,-5.8,1018.9,59,49.6,3.6,141.9,13.9
90,속초,1978-01,.1,9.7,-11.1,1014.3,47,112.9,4.5,177.1,60.4
90,속초,1978-02,-.9,11.1,-13.9,1017,53,81.4,4.1,169.2,24.6
90,속초,1978-03,5.7,19.9,-6.3,1013.2,54,85.2,4.2,230.7,8.5
90,속초,1978-04,12.2,25.8,1.3,1007.5,55,32.2,4.2,222.8,
90,속초,1978-05,17,27.7,8.4,1008.8,62,22.5,3.7,283.4,
90,속초,1978-06,20.5,32.8,14,1003.7,77,266.9,2.7,160.1,
90,속초,1978-07,24.6,34.7,18.3,1003.8,86,172.1,2,175.5,
90,속초,1978-08,25.1,34.7,17.1,1005.2,82,232.5,2.2,157.1,
90,속초,1978-09,20.1,29.7,13.8,1010.9,75,99.4,2.5,159.2,
90,속초,1978-10,14.7,28.8,4,1017,65,284.3,3.2,197.3,
90,속초,1978-11,9.5,19.4,-2.6,1018.3,61,54.1,3.2,169.1,
90,속초,1978-12,4.3,15.1,-7.5,1019.3,55,158.8,3.4,173.8,82.5
90,속초,1979-01,3.2,14.8,-8.5,1016.5,52,142.3,4.8,169.6,11.5
90,속초,1979-02,3.6,16.4,-9.4,1012.5,53,58.7,4.8,132.8,6.5
90,속초,1979-03,7.2,16.7,-1.9,1013.7,54,88.2,3.7,169.1,2.2
90,속초,1979-04,11.1,23.4,1.4,1011.7,61,126,4,188.6,
90,속초,1979-05,16.4,31.5,6.4,1007.2,66,117,3.7,248.6,
90,속초,1979-06,20.2,31.5,15,1005.3,82,289.1,2.3,125.7,
90,속초,1979-07,22.8,34.7,17.3,1003.4,83,181,2.6,126.9,
90,속초,1979-08,24.2,34.6,16,1004.5,80,206,2.6,187.7,
90,속초,1979-09,19.5,27.8,11.3,1011.7,75,43.9,2.6,130.5,
90,속초,1979-10,16.5,26.8,6.9,1013.1,62,52.3,2.9,223.8,
90,속초,1979-11,8.4,23,-6.5,1018.5,53,0,3.4,180.3,
90,속초,1979-12,4.7,14.5,-7.1,1019.5,49,8.6,3.8,194.7,2.1
90,속초,1980-01,-.7,11.6,-13.6,1015.6,54,43,4.4,181,5.8
90,속초,1980-02,-.3,13.9,-11.5,1017.5,45,6,4.8,226.6,3.5
90,속초,1980-03,5.5,18.2,-1.3,1016,65,89.8,3.2,171.5,10.9
90,속초,1980-04,9.8,23.8,.9,1012.2,65,147.7,3.7,183.6,
90,속초,1980-05,17.8,31.9,8.5,1005.8,58,22.9,3.7,263,
90,속초,1980-06,21.5,32.8,14.4,1004.7,71,79.4,3,219.1,
90,속초,1980-07,21,31.1,15.4,1003.7,88,271.3,2.5,77.2,
90,속초,1980-08,20.8,30.6,15.5,1007.5,88,208.3,2.2,53.1,
90,속초,1980-09,19.1,27.6,9.8,1010.3,72,114,2.7,186,
90,속초,1980-10,13.5,26.2,.4,1013.9,66,16.3,3.2,184.8,
90,속초,1980-11,10.3,20.3,-.1,1015.9,61,8.5,3.1,177,
90,속초,1980-12,-.4,13.8,-11.7,1013.1,44,15.3,4.9,209.5,3.4
90,속초,1981-01,-2.9,7,-10.4,1017.3,48,16.8,4.5,204.4,23.7
90,속초,1981-02,-.1,12.4,-16.2,1015.8,61,18.1,3.7,183.4,7.1
90,속초,1981-03,4.3,18.9,-6.2,1014.8,67,63.6,3.3,212.4,22.7
90,속초,1981-04,11.7,28.4,2,1009.5,62,81.4,4,216.5,
90,속초,1981-05,14.7,30.6,6.4,1006.1,65,151.7,3.6,177.3,
90,속초,1981-06,17.2,29.8,6.9,1005.1,78,74.7,2.5,93.9,
90,속초,1981-07,23.8,35.8,14,1004.3,83,333.5,2.3,151.5,
90,속초,1981-08,23.2,33.9,16.9,1001.6,83,177.8,2.2,175.6,
90,속초,1981-09,18.7,27.8,10.1,1011,78,405.7,2.6,177.1,
90,속초,1981-10,14.5,25.8,1,1012.6,58,10.3,3.6,210.7,
90,속초,1981-11,5.8,16.1,-5.2,1018.7,55,81.2,3.4,180.9,.4
90,속초,1981-12,3,11.5,-7.9,1018.9,52,1.5,3.7,219.7,
90,속초,1982-01,-.9,13.1,-12.3,1017.9,54,45.9,3.7,192.5,22.7
90,속초,1982-02,.7,13.9,-11.7,1019.8,68,48.2,2.7,164.9,28.4
90,속초,1982-03,6,16.9,-5.2,1015.7,65,39.8,3.3,234.8,1.5
90,속초,1982-04,10.9,22.4,.5,1013.7,68,45.7,3.4,209.8,.9
90,속초,1982-05,16.4,29.6,7,1007.3,67,137.8,3.6,180.6,
90,속초,1982-06,19.7,32.6,10,1006,75,44.2,2.8,213.6,
90,속초,1982-07,22.9,31.2,15.8,1004.2,80,163.1,2.4,210.7,
90,속초,1982-08,24.2,31.7,17,1005.6,81,392.9,2.4,183.2,
90,속초,1982-09,19.9,29.6,11.6,1012.2,69,6.9,2.7,264,
90,속초,1982-10,15.9,28.9,-.3,1015.2,69,23.3,2.7,232.5,
90,속초,1982-11,9.1,19.1,-4.3,1017.7,62,146.7,3.2,162.4,
90,속초,1982-12,2.6,11.8,-7.3,1018,54,5.5,3.8,195.5,
90,속초,1983-01,.8,13.7,-10.4,1025,56,19.6,4.1,184,8.3
90,속초,1983-02,-.5,9.6,-10.7,1021.2,58,9.7,3.9,207.8,11.6
90,속초,1983-03,4.1,13.1,-5.8,1020.6,77,85.4,2.9,212.9,9.8
90,속초,1983-04,12,29.1,.8,1012.2,60,62.2,4.2,235.6,
90,속초,1983-05,16.4,30.1,4.6,1011.6,65,33.9,3.7,261.9,
90,속초,1983-06,17.4,33.4,11.5,1009.7,78,125.7,2.9,126.2,
90,속초,1983-07,21.3,34.7,14.2,1005.6,77,300.4,2.8,128.3,
90,속초,1983-08,24.4,35.8,16.7,1010.1,80,246.3,2.4,173.9,
90,속초,1983-09,20.7,29.7,12.1,1013.8,80,148.6,2.6,143.1,
90,속초,1983-10,14.7,26.7,3.2,1019.6,65,111.8,3.1,181.2,
90,속초,1983-11,8.3,20.4,-4.1,1020.1,54,21.9,3.4,210.2,
90,속초,1983-12,1.9,13.5,-10.2,1020.7,50,31,3.7,215,42.5
90,속초,1984-01,-2.9,5.5,-10.5,1018.3,48,18.3,3.6,226.8,45.2
90,속초,1984-02,-1.7,6.5,-12.9,1021.8,54,31.5,3.8,211.4,16.4
90,속초,1984-03,3.2,17.7,-4.9,1018,58,6.8,3.7,247.8,2.7
90,속초,1984-04,7.5,19,-.5,1018.4,78,85.1,2.8,157.6,
90,속초,1984-05,14.3,26.7,6.3,1013.1,79,68.2,2.6,232.6,
90,속초,1984-06,20.1,30,15.3,1007.1,81,96.7,2.5,151.2,
90,속초,1984-07,22.7,32.1,17.6,1005.3,89,289.9,2.3,163.9,
90,속초,1984-08,25.3,35.6,18.9,1009,87,371.8,2.7,160.9,
90,속초,1984-09,19.8,26.2,14,1013.1,79,650.8,2.6,188.7,
90,속초,1984-10,14.7,24.5,2.2,1017.5,59,6.7,3.2,240.6,
90,속초,1984-11,10.1,22.8,-2,1022.6,58,73,3.1,183.9,
90,속초,1984-12,1.7,13.8,-10,1022.2,49,42.9,3.6,179.5,1.1
90,속초,1985-01,-2.4,7.4,-13.4,1023.1,42,1.6,3.9,230.6,.6
90,속초,1985-02,1.7,13.2,-8.3,1017.7,55,38.7,3.7,180.7,3.9
90,속초,1985-03,5,13,-4.8,1022.9,57,42.6,3.1,206,.9
90,속초,1985-04,11.2,28.1,2.1,1013.9,61,62.5,3.3,212.6,
90,속초,1985-05,16,26.2,7.4,1012.9,68,162,2.6,247.5,
90,속초,1985-06,18.7,27.3,10.2,1009.8,80,54.3,2.2,152.7,
90,속초,1985-07,24.7,34.7,18.2,1005.5,80,60.3,1.9,211.8,
90,속초,1985-08,24.7,33.9,19.8,1008.5,85,293.7,2.2,150.1,
90,속초,1985-09,19.9,29.6,11.7,1015.4,78,180.7,2.1,116.5,
90,속초,1985-10,15.4,26.7,6.4,1017.9,67,216.7,3.1,171.6,
90,속초,1985-11,7.4,18.3,-2.3,1017.9,52,39.2,3.9,170.5,
90,속초,1985-12,.1,11.6,-11,1021.6,44,31.8,3.9,195.3,8.7
90,속초,1986-01,-2.5,9.7,-14.4,1020.1,44,58.3,4.4,212.9,52.5
90,속초,1986-02,-2,7.4,-11,1021.4,47,25.4,3.6,209.6,50.1
90,속초,1986-03,3.2,16.4,-3,1018.1,66,28.6,2.7,197.6,15.9
90,속초,1986-04,10.3,22.2,1,1014.8,54,60.4,3.5,282.3,
90,속초,1986-05,15.1,29.3,5.7,1008,66,23.1,3.1,250,
90,속초,1986-06,16.9,32.7,10.3,1008.3,82,110.5,2.5,98,
90,속초,1986-07,19.5,32.9,12.6,1008.9,83,180.7,2,111.4,
90,속초,1986-08,22.9,32.2,15.1,1006.7,80,474.6,2.7,150.9,
90,속초,1986-09,18.5,26.9,11,1013.5,78,188,2.4,195.8,
90,속초,1986-10,12.6,22.8,1.5,1020.2,68,169.2,3,159.4,
90,속초,1986-11,7.7,18.8,-3,1022.4,48,10.8,3.3,185.1,
90,속초,1986-12,4.2,13.6,-6.1,1022.1,56,49,3.4,157.3,10
90,속초,1987-01,.2,13.4,-8.8,1021.9,46,14.4,4.2,194.9,10
90,속초,1987-02,1.6,17.7,-7.9,1019.3,52,95,3.9,167.2,57.2
90,속초,1987-03,4.6,14,-5.5,1017,61,63.5,3.7,195.7,9.7
90,속초,1987-04,11.3,26.8,.4,1015.4,58,48.5,3.4,265.9,
90,속초,1987-05,17.1,29.6,5.7,1011.9,62,95.3,3.4,283.9,
90,속초,1987-06,20,33.8,11.7,1008.8,77,123.9,2.4,256.3,
90,속초,1987-07,23.5,31.9,17.1,1004.2,77,207.3,2.6,163.4,
90,속초,1987-08,22.3,31.2,18,1007.3,86,383.8,2.4,104.2,
90,속초,1987-09,18.8,29.4,9.7,1015,75,55.9,2.6,217.4,
90,속초,1987-10,15.5,29,4.3,1018.7,70,63.5,2.9,180.3,
90,속초,1987-11,8.1,18.9,-5.9,1021.9,66,130.9,3.2,156.9,8.7
90,속초,1987-12,3.9,17.8,-6.9,1021.7,48,8.9,3.8,216.9,10.4
90,속초,1988-01,1.1,11.8,-10.8,1020.1,47,4.5,4.4,199.5,3.1
90,속초,1988-02,-.4,11.4,-10.8,1023.4,52,52.7,3.9,169.3,6.9
90,속초,1988-03,4.6,17.2,-5.5,1019.4,55,38,3.3,208.8,1.7
90,속초,1988-04,12.7,27.5,3.1,1013.6,53,14.7,4,234.5,
90,속초,1988-05,16.9,31.7,7,1011,63,50.9,3.3,242,
90,속초,1988-06,19.5,29,13.3,1007.1,79,75.6,2.8,186.2,
90,속초,1988-07,21.3,33.2,14.1,1008.7,85,202.1,2.8,70.4,
90,속초,1988-08,24.4,32.9,17.4,1007.8,80,84.2,2.2,167.4,
90,속초,1988-09,20.1,26.3,11.6,1014.7,75,308.5,3,154.1,
90,속초,1988-10,15.8,25.6,3.6,1017.1,57,56.2,3.1,199.3,
90,속초,1988-11,7.9,19.2,-4.1,1017.2,43,39.8,4.2,210.1,
90,속초,1988-12,3.5,15.8,-9.5,1021.3,42,.7,4.2,191.3,
90,속초,1989-01,1.5,8.5,-9.3,1023.7,71,165.9,2.8,111.6,21.2
90,속초,1989-02,2.7,14.4,-7.5,1022.4,72,65.3,2.6,154.2,12
90,속초,1989-03,5.9,17.9,-6.1,1017,74,121.7,3.2,175.4,26.8
90,속초,1989-04,12.4,24.8,3.2,1013.3,68,6.2,3.2,228.1,
90,속초,1989-05,16.5,31.8,7.9,1010.6,71,66.8,3.5,253.7,
90,속초,1989-06,17.9,29.9,9,1008.9,83,109.9,3.1,172.6,
90,속초,1989-07,21,33.6,13.9,1009,90,221.2,2.4,126.8,
90,속초,1989-08,22.7,32.7,16.9,1008,86,277.7,2.7,174.6,
90,속초,1989-09,19.4,27.5,11.2,1012.3,81,156.4,2.3,149.3,
90,속초,1989-10,14.4,25,1.1,1017.7,67,163,2.8,204.5,
90,속초,1989-11,8,18.2,-5.9,1022.9,59,123,3.1,149.8,
90,속초,1989-12,3.5,17.3,-6.1,1021.3,56,103,3,163.3,13.2
90,속초,1990-01,-1.4,10.7,-13.8,1024.3,47,81.9,3,181.4,56.8
90,속초,1990-02,2.6,11.3,-5,1023,76,170.6,2.5,109.1,67.8
90,속초,1990-03,6.9,17.9,-.6,1019.5,66,86.8,3.1,173.3,1.9
90,속초,1990-04,10.5,21.9,2.4,1012.6,67,120.4,3.9,188.7,
90,속초,1990-05,16.1,30,7.5,1011.3,72,79.8,3.1,220.8,
90,속초,1990-06,19.2,32.2,13.7,1006.8,82,236.6,3,134.6,
90,속초,1990-07,21.4,33.2,14.9,1005.9,92,262.8,2.4,79.1,
90,속초,1990-08,24.7,32.8,17.8,1006.7,86,110.5,2.2,217,
90,속초,1990-09,19.3,28.3,12.7,1014.8,84,596.4,2.6,134.3,
90,속초,1990-10,15.1,24.2,5.6,1018.9,72,90.6,2.7,216.5,
90,속초,1990-11,11.1,21.9,-3.2,1020.3,68,143.6,3.7,128.5,
90,속초,1990-12,3.1,16.1,-9.1,1019.6,53,31.7,3.9,191.9,1.3
90,속초,1991-01,-.7,8.5,-10.4,1020.2,57,18.2,2.8,183.7,6.6
90,속초,1991-02,0,9.1,-13.6,1018,58,25.3,3.3,171.2,4.5
90,속초,1991-03,4.1,18.1,-3.9,1018.8,70,48.6,3.3,163.5,8.7
90,속초,1991-04,10.8,23.2,-2.7,1013.3,65,36.7,3.2,241,
90,속초,1991-05,15.5,29.6,5.2,1009.5,69,77.5,3.4,269.1,
90,속초,1991-06,21.1,32.1,12.8,1003.3,76,15.2,2.6,204.6,
90,속초,1991-07,23.3,32.4,17.3,1001.8,82,250.7,2.7,112.3,
90,속초,1991-08,21.8,31.9,13.7,1007,89,148.2,2.5,157,
90,속초,1991-09,19.9,28.4,10.5,1010.8,85,129.4,2.6,152.6,
90,속초,1991-10,14.5,29,5.4,1013.4,65,18.4,3.1,223.7,
90,속초,1991-11,8.6,19.4,-2.6,1019.3,55,14.6,3,195.2,.4
90,속초,1991-12,4,17.2,-9,1020.5,71,225.9,3,127.7,3.4
90,속초,1992-01,1.7,12.3,-8.6,1019.5,59,86.1,3.2,168.6,49.3
90,속초,1992-02,2.1,18.3,-7.7,1015.8,57,45.2,3.2,194.3,48.1
90,속초,1992-03,5.6,18.8,-4.4,1019.6,82,75.6,3,128.7,.7
90,속초,1992-04,12,27.7,.7,1008.5,70,108.7,3.7,189.4,3.3
90,속초,1992-05,14.8,28.1,5.1,1008.3,80,130.9,3.4,236.5,
90,속초,1992-06,18.9,28.3,10.8,1005.5,79,63.3,2.6,215.7,
90,속초,1992-07,24.7,35.7,16.7,1003.7,80,161,2.5,161.6,
90,속초,1992-08,22.3,30.8,16.9,1008.5,88,403.7,2.4,64.7,
90,속초,1992-09,20.3,31.7,11.1,1010.2,82,256.3,2.5,132.3,
90,속초,1992-10,14.1,23.4,6.1,1017.3,79,122.2,2.5,170.3,
90,속초,1992-11,8.4,18.7,-6.4,1019.3,73,38.2,3.1,155.9,.4
90,속초,1992-12,3.5,14.9,-7.4,1019.6,71,65.2,2.8,170.6,1.5
90,속초,1993-01,.2,10.6,-10.3,1020.4,74,79,3,146.6,59.8
90,속초,1993-02,2.5,19.1,-7.9,1015.9,70,89.4,3.1,186.5,14.5
90,속초,1993-03,5.7,15.6,-5.6,1017,76,37.7,3.2,183.4,1.5
90,속초,1993-04,11,26.9,1.3,1011.3,71,95.8,4.2,195.2,
90,속초,1993-05,15.2,30.6,6.2,1009.3,76,111.3,3.1,198.1,
90,속초,1993-06,17.1,30.1,10.6,1003.6,86,192.3,2.3,96.7,
90,속초,1993-07,19.7,28.6,13.9,1006,87,286.1,2.6,119.5,
90,속초,1993-08,21.3,29.6,15.9,1005.8,84,329.4,2.2,155.5,
90,속초,1993-09,20.2,28.2,12.4,1011.1,74,46.4,2.8,236.3,
90,속초,1993-10,14.2,27.6,2.5,1016.7,64,16,3.1,228.2,
90,속초,1993-11,9.8,23,-5.2,1020,67,106.4,3.2,122.1,
90,속초,1993-12,2.6,11.9,-7.6,1019.9,55,15.5,3.2,191.4,4.4
90,속초,1994-01,.5,11.9,-9.8,1018.4,61,71.7,3,153.3,22.9
90,속초,1994-02,1.7,12.1,-10.6,1015.6,63,43.4,2.8,166.4,28.5
90,속초,1994-03,4.6,14.8,-5.6,1017.2,62,4.2,3.4,219.1,
90,속초,1994-04,11.8,23.5,1,1011.5,70,25.3,3.2,213.6,
90,속초,1994-05,17.2,29.9,7.2,1004.7,64,94.8,3.5,230.8,
90,속초,1994-06,19.4,29.4,11.1,1006.2,80,69.3,2.9,188.1,
90,속초,1994-07,26.8,35.3,18.7,1003.7,81,86.6,2.4,200.9,
90,속초,1994-08,26,34.8,16.2,1008,83,236.9,2.2,195.5,
90,속초,1994-09,20.8,30.9,11.9,1008.6,75,37.8,2.4,211.5,
90,속초,1994-10,14.8,24.7,4.2,1016.4,73,280.1,2.4,167.4,
90,속초,1994-11,10,22.3,-1.4,1021.2,66,143.2,2.6,154.3,
90,속초,1994-12,3.7,16.6,-11.9,1021.3,55,15.9,3.1,171.8,0
90,속초,1995-01,.1,12.5,-11.3,1018.1,50,11,3.2,217.8,
90,속초,1995-02,2.1,12.7,-6.3,1018.9,63,45,2.9,166.2,8.5
90,속초,1995-03,5.2,17,-2.7,1014.6,72,110.4,3.4,179.5,10.5
90,속초,1995-04,11.5,23.1,.2,1010.2,59,27.3,4,264.8,
90,속초,1995-05,15.8,28.1,7.2,1008.1,66,18.1,3,244.6,
90,속초,1995-06,17.7,27.1,10.8,1006,85,107,2.2,104.9,
